date,ormas_mentioned,sentiment,headline
2024-03-01,Nahdlatul Ulama (NU),Neutral,puasa ramadan 2024 prediksi lembaga falakiyah pbnu
2012-07-30,Ormas Saja,Negative,pks kutuk keras rohingya
2024-05-17,Pemuda Pancasila (PP),Neutral,20 contoh tes tulis pps pilkada kunci
2024-03-01,Ormas Saja,Neutral,puasa 2024 cek info 1 ramadan 1445 hijriah
2023-11-26,Ormas Saja,Negative,forkopimda bitung rapat malam rusuh kelompok massa bitung sulut
2023-11-25,Ormas Saja,Negative,walkot bukittinggi edar warga pakai produk pro israel
2023-10-18,Ormas Saja,Neutral,survei umm ganjar menang jatim 3 paslon prabowo unggul head to head
2023-12-14,Ormas Saja,Positive,golkar target prabowo 70 suara bogor kejar pilih milenial
2018-02-24,Ormas Islam,Neutral,bentuk kaukus bela habib rizieq ormas islam bela ulama
2023-11-03,Ormas Saja,Neutral,mui seru aksi bela palestina 5 november muslim tuntut bantu
2024-02-28,Nahdlatul Ulama (NU),Neutral,puasa ramadhan 2024 versi perintah nu muhammadiyah
2023-09-25,Ormas Saja,Negative,demo buka tutup jembatan suramadu sisi bangkal bikin lalin sendat
2012-07-26,Ormas Saja,Neutral,diskusi polemik ruu ormas
2024-01-14,Ormas Saja,Neutral,pmi audiensi bawaslu wni malaysia masuk dpt
2023-09-28,Ormas Saja,Positive,100 pondok gontor hnw harmoni islam-negara bangun
2023-12-13,Ormas Saja,Positive,deklarasi milu damai walkot depok harap warga objek demokrasi
2024-02-26,Ormas Saja,Neutral,syaban ramadhan 2024
2024-02-26,Nahdlatul Ulama (NU),Neutral,puasa ramadhan 2024 jadwal versi perintah nu muhammadiyah
2024-02-26,Ormas Saja,Positive,forum pemuda ntt gelar konser amal peduli erupsi lewotobi flores timur
2024-01-12,Nahdlatul Ulama (NU),Negative,mui bal lapor arya wedakarna bareskrim tutup kepala
2018-02-06,Ormas Islam,Negative,video pidato ormas islam potong kapolri motif politik
2023-12-12,Nahdlatul Ulama (NU),Neutral,pbnu henti nusron wahid-gus falah jabat ketua alas
2024-03-27,Ormas Saja,Negative,jabar lesu 5 keroyok satpam cokok polisi
2023-11-27,Ormas Saja,Negative,seru jaga damai bentrok pecah bitung
2012-07-17,Ormas Islam,Negative,ormas islam hibur tutup ramadan
2023-11-21,Ormas Saja,Positive,tkn sumut-bobby salah kunci menang prabowo-gibran
2023-11-21,Ormas Saja,Positive,tkn sumut salah kunci menang prabowo-gibran sosok bobby
2024-02-23,Ormas Saja,Neutral,buka eks wagub uu raih suara minim dapil viii
2024-02-23,Hizbut Tahrir Indonesia (HTI),Negative,bnpt metamorfoshow tmii kait hti isra mikraj kedok
2023-12-10,Ormas Saja,Neutral,ham dunia ulama- ribu warga sumut aksi bela palestina
2023-10-30,Muhammadiyah,Positive,zulhas ajak muhammadiyah gerak ekonomi umat program warung
2023-12-09,Ormas Saja,Positive,mahfud md bicara rencana ganjar kuat kpk rawan bandung
2018-02-06,Pemuda Pancasila (PP),Neutral,dpp sii kapolri dingin suasana jelang pilkada
2024-05-04,Ormas Saja,Positive,masjid apung parepare wisata religi inspirasi hagia sophia
2023-11-18,Ormas Saja,Neutral,ijtima ulama rekomendasi anies-cak imin milu 2024
2023-11-23,Ormas Saja,Positive,sus pudjiastuti luhut tokoh maritim pengaruh versi asi
2012-07-16,Ormas Saja,Neutral,pidato surya paloh buku
2023-11-17,Ormas Saja,Negative,massa bela palestina mcd kfc burger king surabaya kosong
2024-01-04,Ormas Saja,Positive,istimewa kiai amin kebal peluru hafal al-qur an
2023-11-17,Ormas Saja,Negative,wanita cirebon duga hina islam cek jiwa
2023-05-15,Pemuda Pancasila (PP),Negative,anggota ormas pp medan tewas posko gusur polisi pidana
2024-02-17,Nahdlatul Ulama (NU),Neutral,posisi buncit eks wagub jabar uu ruzhanul jabar viii
2024-01-03,Muhammadiyah,Negative,mui-muhammadiyah bal polisi arya wedakarna buntut sara
2023-11-16,Ormas Saja,Neutral,undang anies-cak imin 5 bahas ijtima ulama
2018-01-25,Ormas Saja,Negative,momen kapolres pisah ormas bentrok bekas
2023-10-11,Ormas Saja,Neutral,kemenag jogja gelar salat istisqa imam ketua mui diy
2023-11-16,Ormas Saja,Negative,heboh wanita cirebon duga hina islam
2024-02-16,Nahdlatul Ulama (NU),Positive,sekjen bem ptai se-indonesia apresiasi program nusantara cooling system polri
2012-06-01,Nahdlatul Ulama (NU),Positive,gedung pbnu 13 ormas islam
2023-10-11,Ormas Saja,Neutral,pkb anies-cak imin daftar kpu 19 oktober jam 9 pagi
2023-10-02,Nahdlatul Ulama (NU),Neutral,survei indikator politik masyarakat nu pilih rk cawapres
2023-12-05,Ormas Saja,Negative,polisi 10 sangka bentrok antarormas bitung
2023-09-20,Front Pembela Islam (FPI),Neutral,massa fpi-pa 212 gelar aksi 209 bela rempang patung kuda jakpus
2023-10-27,Muhammadiyah,Neutral,din syamsuddin muhammadiyah dukung amin anwar abbas
2023-10-10,Nahdlatul Ulama (NU),Neutral,golkar sulsel usung tokoh nu rebut 2 kursi dapil makassar b
2024-02-14,Ormas Saja,Neutral,sultan jembatan temu jokowi-megawati mahfud bagus
2018-01-25,Ormas Saja,Negative,bawa bambu perang batu aksi demo rusuh bekas
2023-09-19,Nahdlatul Ulama (NU),Neutral,survei pilih nu lsi denny ja prabowo 36 2 ganjar 35 5 anies 17 9
2023-12-03,Ormas Saja,Negative,duga provokator bentrok bitung tangkap kabur kaltim
2023-12-02,Ormas Saja,Neutral,politik dinasti kaesang nggak suka nggak pilih
2012-05-30,Ormas Saja,Negative,tuntut kuota bbm warga blokir sungai mahakam
2024-04-23,Nahdlatul Ulama (NU),Neutral,lika-liku karier politik uu ruzhanul ulum
2023-12-27,Ormas Saja,Neutral,dedi iskandar konsolidasi angkat putri al washliyah dairi-pakpak bharat
2023-11-14,Muhammadiyah,Positive,milad muhammadiyah 2023 sejarah singkat tema logo
2024-04-04,Ormas Saja,Positive,5 materi kultum 10 ramadhan tarik inspirasi
2023-11-28,Ormas Saja,Neutral,cak imin klaim amin calon pas menang dikte
2023-11-09,Ormas Saja,Negative,satpam bekas nonaktif cekcok gegara bendera palestina
2023-10-05,Ormas Saja,Positive,pandawara bersih pesisir loji besok
2018-01-25,Ormas Saja,Negative,bentrok ormas pecah bekas
2023-10-20,Ormas Saja,Positive,doa rakyat palestina ciamis
2023-12-24,Ormas Saja,Positive,natal 2023 karo sdm pmj gereja mampang aman
2023-12-24,Ormas Saja,Positive,suasana jelang natal gereja kotabaru tampung ribu jemaah
2012-05-26,Ormas Saja,Negative,kontroversi lady gaga bahan lelucon
2023-09-24,Nahdlatul Ulama (NU),Neutral,polisi negosisasi demo tutup jembatan suramadu besok batal
2023-12-24,Ormas Saja,Neutral,viral lafal gibran sgie singkat
2023-10-19,Ormas Saja,Neutral,ganjar-mahfud sulit takluk pilih ntb peluang menang
2024-02-04,Nahdlatul Ulama (NU),Positive,megawati selamat nu muhammadiyah menang zayed award 2024
2023-11-26,Ormas Saja,Neutral,1 187 personel gabung jaga situasi bitung kondusif insiden ricuh
2023-11-26,Ormas Saja,Negative,menkominfo sebar hoax bentrok bitung
2023-12-23,Ormas Saja,Positive,sterilisasi aman gereja malang jelang raya natal 2023
2018-01-12,Ormas Saja,Negative,kantor facebook demo ormas
2024-04-14,Ormas Saja,Positive,kisah wali allah beli miras mualaf profesor as baca al-qur an
2023-11-26,Ormas Saja,Neutral,bko polda sulawesi utara-tni terjun aman bitung bentrok massa
2023-11-07,Ormas Saja,Neutral,waketum dmi syafruddin tolak libat politik praktis
2012-05-25,Ormas Islam,Negative,ormas islam tolak lady gaga
2023-10-15,Ormas Saja,Negative,rusuh muntilan magelang 6 motor bakar
2023-10-15,Ormas Saja,Negative,rusuh pecah muntilan magelang 6 motor bakar
2023-09-25,Ormas Saja,Negative,alas bikin geram demonstran ancam tutup jembatan suramadu
2023-11-06,Ormas Saja,Neutral,pujakesuma dukung prabowo-gibran pilpres 2024 titip 2 pesan
2023-09-25,Ormas Saja,Negative,5 fakta demo tutup suramadu protes truk garam celaka
2023-12-21,Ormas Saja,Neutral,2 803 personel siaga nataru kapolda lintas riau sumbar-sumut prioritas
2023-11-05,Ormas Saja,Neutral,waketum puncak hut golkar acara tunggal
2017-11-17,Ormas Saja,Negative,kelompok motor serang kampung markas ormas sukabumi
2023-11-23,Ormas Saja,Neutral,jelang milu 2024 pemprov jambi ajak warga cegah berita hoaks
2024-04-09,Ormas Saja,Neutral,putus raya idul fitri 2024 jam cek jadwal
2023-12-21,Pemuda Pancasila (PP),Neutral,pp ipk respons bobby nasution ngaku benci giat okp
2012-05-24,Ormas Saja,Negative,gilir warga muhamadiyah tolak lady gaga
2024-04-09,Ormas Saja,Neutral,sidang isbat idul fitri 9 april 2024 cek jadwal-link streamingnya
2024-04-09,Ormas Saja,Neutral,shalat idul fitri 2024 jatuh tanggal jadwal lengkap
2024-03-10,Nahdlatul Ulama (NU),Neutral,puasa ramadan 2024 perintah nu muhammadiyah bmkg brin
2023-12-19,Nahdlatul Ulama (NU),Negative,ancam bunuh jurnalis medan ketua okp dakwa pasal uu ite
2023-11-04,Ormas Saja,Neutral,menko pmk menlu ketua mpr aksi bela palestina besok
2024-04-08,Nahdlatul Ulama (NU),Neutral,raya idul fitri 2024 jadwal perintah nu muhammadiyah
2017-10-30,Ormas Saja,Neutral,sby isi temu jokowi bahas revisi uu ormas
2024-04-08,Nahdlatul Ulama (NU),Neutral,idul fitri 2024 versi perintah nu muhammadiyah
2024-04-08,Ormas Saja,Neutral,lebaran raya idul fitri 2024 jadwal twibbon
2024-04-08,Nahdlatul Ulama (NU),Neutral,raya idul fitri 2024 perintah nu muhammadiyah
2012-05-07,Ormas Saja,Negative,bendera malaysia bakar merah-putih kibar
2023-11-22,Ormas Saja,Positive,pemkab banyuwangi gelar rembug anak internasional
2023-12-18,Ormas Saja,Neutral,keluarga pemuda pancasila diy nyata dukung prabowo-gibran
2023-11-03,Nahdlatul Ulama (NU),Positive,nu banyuwangi salat gaib palestina seru politik bebas aktif
2023-11-21,Ormas Saja,Neutral,respons bobby kunci menang prabowo-gibran sumut
2023-11-03,Ormas Saja,Neutral,cak imin menang putar indikasi
2023-11-03,Ormas Saja,Neutral,cak imin lihat tanda menang 1 putar survei
2023-09-30,Ormas Saja,Positive,zulhas ajak santri ldii berwirausaha program warung pangan
2017-10-24,Pemuda Pancasila (PP),Negative,perppu ormas resmi uu fadli zon rombak
2024-01-28,Ormas Saja,Negative,niat bubar judi sabung ayam ujung tembak tewas pria boyolali
2024-04-05,Ormas Saja,Neutral,lebaran 2024 jatuh tanggal simak perintah
2023-12-17,Ormas Saja,Neutral,massa demo bela palestina dubes as jakarta bubar
2012-03-15,Front Pembela Islam (FPI),Negative,pemuda dayak fpi bubar
2023-11-02,Ormas Saja,Neutral,aliansi rakyat indonesia gelar aksi bela palestina monas 5 november
2024-01-27,Ormas Saja,Negative,pria korban tembak colomadu makam banyudono boyolali
2023-12-17,Pemuda Pancasila (PP),Positive,pp pemuda katolik dorong ikn dilanjutkan-stunting diakselarasi pasca 2024
2024-03-05,Ormas Saja,Neutral,9 figur potensi maju pilgub ntb 2024 mepet
2024-04-03,Ormas Saja,Neutral,sidang isbat 1 syawal 1445 h jadwal
2024-04-03,Ormas Saja,Neutral,bukber tradisi ironi
2023-11-01,Pemuda Pancasila (PP),Negative,2 anggota pp medan aman mie gaco restorative justice
2017-10-24,Pemuda Pancasila (PP),Neutral,perppu ormas sah wiranto mari jaga ideologi
2023-11-18,Ormas Saja,Neutral,hadir ijtima ulama anies bicara jangkau pandang beda
2023-11-18,Ormas Saja,Neutral,anies-cak imin hadir ijtima ulama sentul bogor salam tokoh
2023-10-12,Ormas Saja,Negative,kasasi tolak ma pimpin khilafatul muslimin bui 10
2012-03-09,Ormas Islam,Negative,ormas islam demo roboh masjid
2023-10-12,Ormas Saja,Neutral,survei pan jatim lejit rizki sadig syukur kerja selesai
2023-10-31,Pemuda Pancasila (PP),Neutral,kpu kota bandung rekrut 50 ribu anggota kpps
2024-01-23,Ormas Saja,Negative,pria tewas keroyok badung nyata korban salah sasar
2023-12-13,Ormas Saja,Positive,hnw ajak pimpin srikandi pancasila edukasi rakyat kawal milu
2023-11-17,Ormas Saja,Negative,suara sumbang wanita cirebon hina umat islam ujung polisi
2023-10-11,Ormas Saja,Neutral,pan syukur elektabilitas jatim 6 persen hasil kerja keras kader
2023-11-16,Ormas Saja,Neutral,polisi jaga diam wanita duga hina islam cirebon
2017-10-24,Gerakan Rakyat Indonesia Bersatu (GRIB),Neutral,salat magrib jemaah massa aksi bubar
2023-12-12,Nahdlatul Ulama (NU),Negative,nusron wahid-gus falah henti ketua pbnu alas
2023-10-30,Ormas Saja,Neutral,peta politik pilpres 2024 ntb kuat parpol koalisi dukung elite
2023-12-12,Nahdlatul Ulama (NU),Negative,pbnu alas henti nusron wahid-gus falah jabat ketua
2012-03-02,Ormas Saja,Negative,ormas lsm tolak arogansi tegak hukum
2023-12-12,Ormas Saja,Neutral,denah panggung debat capres perdana malam kpu
2023-11-03,Ormas Saja,Positive,aksi bela palestina 5 november buka masuk umat lintas agama
2023-10-28,Ormas Saja,Neutral,ratus orang long march aksi bela palestina jalan pahlawan surabaya
2024-03-25,Nahdlatul Ulama (NU),Positive,kisah masjid agung manunggal bantul ganti nama-arsitek mualaf
2023-10-09,Muhammadiyah,Positive,pemuda muhammadiyah apresiasi langkah presiden-polri berantas narkoba
2023-12-09,Ormas Saja,Neutral,strategi rawan forgibran prabowo-gibran menang 1 putar pilpres
2023-12-08,Ormas Saja,Negative,jawa barat status siaga darurat bencana
2017-10-24,Pemuda Pancasila (PP),Neutral,top 5 news perppu ormas uu ronaldo main dunia
2023-10-07,Ormas Saja,Positive,kapolresta tangerang gelar rembug guyub bahas revitalisasi pasar kutabumi
2023-10-25,Ormas Saja,Positive,bupati klaten ajak santri jihad bidang pendidikan-ekonomi
2023-11-11,Ormas Saja,Positive,deklarasi milu damai jambi ketua dprd pakai politik adu domba
2012-02-18,Ormas Saja,Negative,ormas anarkis ancam beku
2023-12-06,Ormas Saja,Negative,massa sorong demo kecam aniaya mahasiswa papua kupang
2023-11-10,Ormas Saja,Negative,3 fakta satpam bekas copot lucut bendera palestina
2023-10-06,Ormas Saja,Positive,pandawara kades karang taruna islah bersih
2024-01-13,Ormas Saja,Negative,gelar aksi gedung sate warga jabar desak genosida palestina setop
2023-11-09,Ormas Saja,Negative,satpam viral marah kurir gegara bendera palestina ujung nonaktif
2023-10-05,Pemuda Pancasila (PP),Neutral,respons bos ppi ketua pbnu bicara pilih jokowi
2023-10-22,Ormas Saja,Neutral,mendag zulhas malam prabowo cawapres
2017-10-24,Ormas Saja,Negative,pidato mendagri warna aksi walk out
2025-03-30,Ormas Saja,Positive,masjid al-azhar tampung 13 ribu jemaah salat idul fitri besok
2023-12-02,Ormas Saja,Neutral,seru habib rizieq shihab milu palestina munajat 212
2023-09-27,Ormas Saja,Negative,murah projo ganjar projo budi arie gerbong kosong
2012-02-17,Front Pembela Islam (FPI),Negative,fpi ormas indonesia
2023-10-20,Ormas Saja,Neutral,gibran isu gabung ampi fx rudy ya wis ben gur rumor
2023-10-20,Ormas Saja,Neutral,airlangga isu gibran masuk golkar jalur ampi lihat
2023-11-30,Ormas Saja,Negative,massa padat polda jatim gegara isu laku hina ulama lepas
2024-03-10,Ormas Saja,Neutral,sidang isbat 1 ramadhan 2024 gelar cek jadwal
2024-03-10,Ormas Saja,Neutral,prediksi bmkg brin puasa ramadan 2024
2023-10-19,Ormas Saja,Neutral,nilai rapat golkar jalur ampi gibran nggak
2024-03-10,Ormas Saja,Neutral,hasil sidang isbat 1 ramadhan 2024 jadwal-link streamingnya
2017-10-24,Pemuda Pancasila (PP),Neutral,perppu ormas sah undang
2024-03-10,Ormas Saja,Neutral,jadwal link live streaming sidang isbat puasa ramadan 2024
2023-11-29,Nahdlatul Ulama (NU),Negative,pkb dengar khofifah pilih nu-nya tkn kotak
2024-03-09,Nahdlatul Ulama (NU),Neutral,puasa ramadan 2024 perintah nu muhammadiyah lengkap jadwal sidang isbat
2012-02-17,Ormas Islam,Negative,warga jakarta tolak keras ormas islam
2024-03-09,Nahdlatul Ulama (NU),Neutral,1 ramadan 2024 jatuh tanggal versi perintah nu muhammadiyah
2024-03-09,Nahdlatul Ulama (NU),Neutral,prediksi ramadhan 2024 brin bmkg posisi hilal
2023-11-04,Ormas Saja,Neutral,alim ulama jakarta barat deklarasi dukung ganjar-mahfud pilpres 2024
2024-03-08,Ormas Saja,Neutral,jadwal libur puasa ramadhan 2024 cek
2024-03-08,Muhammadiyah,Neutral,puasa ramadhan 1445 h 2024 muhammadiyah jadwal
2024-03-08,Ormas Saja,Neutral,jadwal sidang isbat puasa 1 ramadhan 2024 tanggal tahap
2017-10-24,Pemuda Pancasila (PP),Negative,deadlock sikap partai perppu ormas
2024-01-05,Ormas Saja,Negative,yusril sentil bawaslu jakpus polemik gibran susu cfd
2024-03-07,Muhammadiyah,Neutral,puasa ramadhan muhammadiyah 2024 simak
2023-11-27,Ormas Saja,Positive,kpid jabar ganjar harga inovatif-kolaboratif kpi award 2023
2012-02-15,Nahdlatul Ulama (NU),Negative,aksi tuntut bunuh mahasiswa upi
2023-11-02,Pemuda Pancasila (PP),Neutral,damai mie gaco anggota pp sangka penggeruduk tangkap
2023-10-20,Ormas Saja,Neutral,takar peluang ganjar-mahfud anies-cak imin kantong suara prabowo
2023-11-25,Ormas Saja,Neutral,aroma palestina guru majalengka
2023-11-25,Ormas Saja,Neutral,daftar lengkap struktur tkd prabowo-gibran ntb
2023-10-15,Ormas Saja,Negative,buntut rusuh muntilan polisi jogja patroli batas magelang
2023-10-15,Ormas Saja,Negative,bentrok simpatisan pdip vs gpk magelang kendali polisi siaga
2023-10-15,Ormas Saja,Negative,2 kelompok massa bentrok magelang motor bakar
2017-10-24,Pemuda Pancasila (PP),Negative,paripurna perppu ormas adu sabotase mikrofon
2023-10-15,Ormas Saja,Neutral,gugat batas usia capres-cawapres putus mk besok projo
2023-11-24,Ormas Saja,Neutral,siang aksi bela palestina alun klaten jalan pemuda
2024-03-02,Ormas Saja,Neutral,puasa ramadhan tanggal 12 maret 2024 simak fakta
2012-01-29,Pemuda Pancasila (PP),Negative,brimob sweeping anggota fbr pp
2023-09-28,Ormas Saja,Negative,panas projo vs projo ganjar serang murah gerbong kosong
2023-10-30,Ormas Saja,Neutral,ampi urus dalam-luar negeri menang prabowo-gibran
2023-10-30,Nahdlatul Ulama (NU),Neutral,yenny wahid dukung ganjar pbnu warga nu bebas pilih
2024-02-02,Ormas Saja,Negative,deret kontroversi senator bal arya wedakarna pecat bk dpd ri
2023-11-23,Ormas Saja,Negative,pimpin kpk sangka kali beda
2023-09-26,Muhammadiyah,Positive,apresiasi bantu bapok zulhas muhammadiyah jateng berkah
2023-10-28,Ormas Saja,Positive,perempuan golkar canang gera turun tangan menang partai
2017-10-24,Pemuda Pancasila (PP),Negative,alas bocah cilik tolak perppu ormas gedung dpr ri
2023-10-28,Ormas Saja,Positive,pemkot tangsel kumpul donasi ratus juta palestina
2024-02-26,Ormas Saja,Neutral,hasil klarifikasi selenggara metamorfoshow tmii
2023-09-19,Ormas Saja,Neutral,forum demokrat-gerak deklarasi dukung prabowo pilpres 2024
2011-10-14,Ormas Saja,Neutral,lantik urus bamusi pdip
2023-11-19,Ormas Saja,Positive,semangat endang bela palestina kaki topang
2023-10-10,Pemuda Pancasila (PP),Negative,acara rebecca klopper fokus laku sebar video syur
2024-06-08,Ormas Saja,Positive,strategi jaksa joko tangan covid-19 pulih ekonomi tanjungpinang
2023-11-18,Nahdlatul Ulama (NU),Neutral,yusuf martak ungkit peran habib rizieq sukses anies gubernur dki
2023-11-18,Ormas Saja,Negative,fakta wanita cirebon duga hina islam
2023-11-19,Ormas Saja,Neutral,peran habib rizieq bawa anies sowan ijtima ulama
2023-10-25,Ormas Saja,Negative,aksi solidaritas palestina jombang ribu orang kutuk serang israel
2017-10-24,Pemuda Pancasila (PP),Negative,kursi kosong sidang paripurna kesah perppu ormas
2024-04-07,Pemuda Pancasila (PP),Neutral,respons mui pbnu pp muhammadiyah polemik jemaah aolia
2023-11-17,Ormas Saja,Neutral,survei presisi ganjar-mahfud keok lombok faktor tgb pengaruh
2023-09-01,Ormas Saja,Negative,57 curanmor polsek jagakarsa tebal aman
2011-10-01,Ormas Saja,Negative,tokoh lintas agama kecam aksi terorisme
2023-10-24,Ormas Saja,Neutral,kemenag istithaah syarat lunas haji 2024
2023-05-08,Ormas Saja,Negative,viral warga digeruduk ormas gegara kritik pemkab kalong fakta
2023-09-07,Nahdlatul Ulama (NU),Negative,pbnu pkb usul poros anies-cak imin koalisi pbnu etis
2023-05-08,Ormas Saja,Negative,warga diviralkan digeruduk ormas gegara kritik pemkab kalong
2024-03-30,Ormas Saja,Positive,selamat daulat rakyat
2023-10-21,Ormas Saja,Neutral,pks jaring 3 nama calon wali kota parepare asn-kader parpol
2023-10-21,Ormas Saja,Positive,harap bawa anak aksi dukung palestina
2017-10-24,Ormas Saja,Neutral,massa aksi pantau lensa drone
2024-02-14,Ormas Saja,Neutral,sejarah milu indonesia 5 calon presiden
2023-10-21,Ormas Saja,Positive,ribu warga aksi solidaritas palestina bandung
