date,ormas_mentioned,sentiment,headline,headline_cleaned
2024-03-28,Ormas Saja,Neutral,Bagaimana Hukum Puasa Jika Sudah Ada yang Lebaran? Ini Penjelasannya,hukum puasa lebaran
2024-09-01,Ormas Saja,Neutral,Profil Ujang Endin-Dadang Solihat Paslon di Pilbup Pangandaran 2024,profil ujang endin-dadang solihat paslon pilbup pangandaran 2024
2024-03-27,Ormas Saja,Positive,"Kapolsek Mampang Bukber Bareng Warga Slum Area, Santuni Anak Yatim",kapolsek mampang bukber bareng warga slum area santun anak yatim
2024-05-24,Ormas Saja,Neutral,"Bamsoet: Papua Punya Potensi Ekonomi Besar, tapi Belum Digarap Maksimal",bamsoet papua potensi ekonomi garap maksimal
2022-03-27,Ormas Saja,Neutral,Mandagri Imbau Ormas Ajak Warga untuk Tak Golput,mandagri imbau ormas ajak warga golput
2023-11-21,Ormas Saja,Negative,Polisi Tangkap 5 Orang Buntut Ricuh Pembongkaran Lapak di Bogor,polisi tangkap 5 orang buntut ricuh bongkar lapak bogor
2024-03-26,Ormas Saja,Neutral,Mau Bayar Zakat Fitrah Pakai Beras di Aceh Besar? Ini Besarannya,bayar zakat fitrah pakai beras aceh
2023-11-07,Pemuda Pancasila (PP),Negative,Berkas Perkara 2 Anggota PP Geruduk Mie Gacoan Segera Diberi ke Jaksa,berkas perkara 2 anggota pp geruduk mie gaco jaksa
2013-05-11,Ormas Saja,Positive,Dialog Nasional Menjaga Keutuhan NKRI,dialog nasional jaga utuh nkri
2023-11-21,Ormas Saja,Negative,Pemkab Minta Polisi Usut Tuntas Ricuh Pembongkaran Lapak di Bogor,pemkab polisi usut tuntas ricuh bongkar lapak bogor
2023-11-06,Ormas Saja,Neutral,"Bertemu Surya Paloh, Din Syamsuddin dan Rombongan Dukung Anies-Cak Imin",temu surya paloh din syamsuddin rombong dukung anies-cak imin
2023-10-26,Muhammadiyah,Neutral,Din Syamsuddin: Saya Haqqul Yakin Warga Muhammadiyah Dukung Anies-Cak Imin,din syamsuddin haqqul warga muhammadiyah dukung anies-cak imin
2023-10-26,Ormas Saja,Negative,"Kemenag Tolak Izin Pertemuan Nasional Ahmadiyah di Boyolali, Ini Alasannya",kemenag tolak izin temu nasional ahmadiyah boyolali alas
2024-05-21,Nahdlatul Ulama (NU),Neutral,Ketua PCNU Kulon Progo Daftar Bacawabup di PDIP,ketua pcnu kulon progo daftar bacawabup pdip
2024-01-20,Gerakan Rakyat Indonesia Bersatu (GRIB),Neutral,Ribuan Anggota GRIB Jaya Jatim Deklarasi Dukung Prabowo-Gibran,ribu anggota grib jaya jatim deklarasi dukung prabowo-gibran
2023-12-24,Ormas Saja,Positive,"Tinjau 3 Gereja di Jakarta, Kapolri Bicara Keberagaman, Jaga Persatuan-Kesatuan",tinjau 3 gereja jakarta kapolri bicara agam jaga
2022-03-06,Ormas Saja,Negative,"Ormas di Pekanbaru Ribut-ribut di Lokasi Acara, Piring Beterbangan",ormas pekanbaru ribut lokasi acara piring bangan
2023-12-24,Nahdlatul Ulama (NU),Positive,"Kapolri, Menko PMK, dan Heru Budi Sambangi Gereja Immanuel Jakarta",kapolri menko pmk heru budi sambang gereja immanuel jakarta
2023-10-25,Pemuda Pancasila (PP),Negative,Anggota PP Berulang Kali Geruduk Mie Gacoan di Medan Minta Kelola Parkir,anggota pp ulang kali geruduk mie gaco medan kelola parkir
2024-05-20,Ormas Saja,Positive,Bamsoet Dorong Pengusaha Nasional Tingkatkan Perekonomian,bamsoet dorong usaha nasional tingkat ekonomi
2013-04-12,Ormas Saja,Neutral,Diskusi Peran Ormas Dongkrak Suara Parpol,diskusi peran ormas dongkrak suara parpol
2023-10-25,Ormas Saja,Negative,Kemenag Tolak Izin Pertemuan Nasional Tahunan Ahmadiyah di Boyolali,kemenag tolak izin temu nasional ahmadiyah boyolali
2023-12-24,Ormas Saja,Positive,"Milad ke-93 Al Washliyah, Dedi Iskandar: Terima Kasih, Perjuangkan Aset Umat",milad ke-93 al washliyah dedi iskandar terima kasih juang aset umat
2024-04-16,Ormas Saja,Negative,Pamit Terakhir Salman Sebelum Ditemukan Jadi Kerangka di Hutan Jati,pamit salman temu kerangka hutan jati
2024-05-19,Ormas Saja,Positive,Bamsoet Puji Kiprah Politik Akbar Tandjung: Mentor dan Guru Terbaik,bamsoet puji kiprah politik akbar tandjung mentor guru
2024-01-19,Nahdlatul Ulama (NU),Neutral,"30 Link Twibbon Harlah NU 2024 ke-101, Gratis dan Bisa Dipasang di Medsos",30 link twibbon harlah nu 2024 ke-101 gratis pasang medsos
2024-08-23,Ormas Saja,Negative,"Demo Revisi UU Pilkada, Mahasiswa Cimahi-Majalengka Bakar Ban",demo revisi uu pilkada mahasiswa cimahi-majalengka bakar ban
2023-12-23,Ormas Saja,Neutral,4.041 Personel Polisi Amankan 1.807 Gereja di Jakarta Saat Ibadah Natal,4 041 personel polisi aman 1 807 gereja jakarta ibadah natal
2018-12-28,Ormas Islam,Negative,Konjen China Didemo Ormas Islam Surabaya,konjen china demo ormas islam surabaya
2023-12-02,Ormas Saja,Negative,Polisi Tangkap Terduga Provokator Bentrok di Bitung,polisi tangkap duga provokator bentrok bitung
2024-01-17,Ormas Saja,Negative,"Masih Ada Ortu Tolak Imunisasi Polio di Jateng, Ini Respons Dinkes",ortu tolak imunisasi polio jateng respons dinkes
2024-01-17,Ormas Saja,Neutral,Catat! Knalpot Brong Dilarang Selama Kampanye Akbar di Jogja,catat knalpot brong larang kampanye akbar jogja
2013-04-12,Muhammadiyah,Negative,Muhammadiyah Aksi Menolak RUU Ormas,muhammadiyah aksi tolak ruu ormas
2024-02-11,Ormas Saja,Positive,Ahmed Zaki Ajak Warga DKI Beri Hak Suara demi Demokrasi Berkualitas,ahmed zaki ajak warga dki hak suara demokrasi kualitas
2023-12-21,Ormas Saja,Neutral,"Jelang Natal, Kapolri Perintahkan Jajaran Sterilisasi Tempat Ibadah",jelang natal kapolri perintah jajar sterilisasi ibadah
2023-12-21,Pemuda Pancasila (PP),Neutral,DPP CMMI Batal Laporkan Zulhas soal Penistaan Agama ke Polisi,dpp cmmi batal lapor zulhas nista agama polisi
2024-03-18,Muhammadiyah,Neutral,Kapan Lebaran 2024? Ini Perkiraan Tanggal Pemerintah dan Muhammadiyah,lebaran 2024 tanggal perintah muhammadiyah
2024-03-18,Ormas Saja,Negative,"Sekdes di Pekalongan Diduga Selingkuh, Ratusan Warga Geruduk Balai Desa",sekdes kalong duga selingkuh ratus warga geruduk balai desa
2024-05-14,Ormas Saja,Neutral,Kemenag Targetkan Sertifikasi Tanah Wakaf Beres pada 2026,kemenag target sertifikasi tanah wakaf beres 2026
2024-02-09,Nahdlatul Ulama (NU),Positive,NU Dan Muhammadiyah Harap Pilpres 2024 Kondusif: Terima Apapun Hasilnya,nu muhammadiyah harap pilpres 2024 kondusif terima hasil
2018-12-01,Ormas Saja,Negative,Demo Mahasiswa Papua Dihadang Polisi dan Ormas,demo mahasiswa papua dihadang polisi ormas
2024-02-08,Ormas Saja,Positive,Fahira Idris Sebut Imlek Jadi Berkah Bagi Pedagang Bandeng di Rawa Belong,fahira idris imlek berkah dagang bandeng rawa bong
2024-05-12,Ormas Saja,Positive,Khofifah Ajak Kader Muslimat Wujudkan Zero Stunting,khofifah ajak kader muslimat wujud zero stunting
2023-10-25,Pemuda Pancasila (PP),Negative,Polisi Pastikan Anggota PP Geruduk Mie Gacoan di Medan Minta Kelola Parkir,polisi anggota pp geruduk mie gaco medan kelola parkir
2013-04-12,Ormas Saja,Negative,2 Mahasiswa Uhamka Tembus Pagar DPR,2 mahasiswa uhamka tembus pagar dpr
2024-08-14,Ormas Saja,Positive,"Profil KH Ali Manshur, Pencipta Sholawat Badar yang Diberi Tanda Kehormatan",profil kh ali manshur cipta sholawat badar tanda hormat
2023-11-28,Pemuda Pancasila (PP),Negative,"Libatkan Tentara, Wali Kota Denpasar Minta Penyerang Satpol PP Ditindak Tegas",libat tentara wali kota denpasar serang satpol pp tindak
2023-11-01,Pemuda Pancasila (PP),Negative,2 Anggota PP Tersangka Geruduk Mie Gacoan di Medan Ditangkap!,2 anggota pp sangka geruduk mie gaco medan tangkap
2024-03-15,Ormas Saja,Negative,Akun Facebook Pria Hina Islam Catut Foto Eks Walkot Sukabumi,akun facebook pria hina islam catut foto eks walkot sukabumi
2024-01-13,Ormas Saja,Neutral,"Massa Demo Bela Palestina Depan Kedubes AS Bubar, Lalin Dibuka Kembali",massa demo bela palestina dubes as bubar lalin buka
2024-03-14,Ormas Saja,Positive,Gebyar Ramadhan Blora 2024 Sajikan Stand Kuliner hingga Fashion,gebyar ramadhan blora 2024 saji stand kuliner fashion
2023-11-27,Ormas Saja,Negative,Menag soal Bentrokan di Bitung: Agama Jangan Dijadikan Sumber Perpecahan,menag bentrok bitung agama sumber pecah
2018-11-17,Ormas Islam,Neutral,14 Ormas Islam Minta Bendera Tauhid Tak Dijadikan Alat Kampanye,14 ormas islam bendera tauhid alat kampanye
2024-02-06,Ormas Saja,Neutral,"Persatuan Ummat Islam Temui Jokowi di Istana Merdeka, Apa yang Dibahas?",ummat islam temu jokowi istana merdeka bahas
2024-02-06,Ormas Saja,Positive,"Dukungan 02 di Lahat Menggeliat, Barisan RFG Adakan Tebus Murah Sembako",dukung 02 lahat geliat baris rfg adakan tebus murah sembako
2023-11-27,Ormas Saja,Negative,Kapolri Imbau Warga Hindari Provokasi Usai Bentrokan di Bitung,kapolri imbau warga hindar provokasi bentrok bitung
2013-04-11,Ormas Saja,Negative,Spanduk Berantas Premanisme Bertebaran di Yogya,spanduk berantas preman tebar yogya
2023-11-27,Ormas Saja,Negative,Pimpinan Komisi VIII DPR Harap Semua Pihak Tahan Diri Usai Bentrok di Bitung,pimpin komisi viii dpr harap tahan bentrok bitung
2024-02-05,Ormas Saja,Positive,"Golkar Gelar Tadarus Al-Qur'an, Airlangga Harap Suasana Teduh Jelang Pemilu",golkar gelar tadarus al-qur an airlangga harap suasana teduh jelang milu
2023-11-04,Ormas Saja,Neutral,Serba-serbi Aksi Bela Palestina 5 November di Monas,serba-serbi aksi bela palestina 5 november monas
2024-01-18,Ormas Saja,Neutral,Dedi Iskandar Dorong Kader Dukung Caleg dari Al-Washliyah di Pemilu 2024,dedi iskandar dorong kader dukung caleg al-washliyah milu 2024
2023-11-27,Ormas Saja,Neutral,"Muspinas II, Kosgoro 1957 Mantapkan Pemenangan Prabowo-Gibran di 2024",muspinas ii kosgoro 1957 mantap menang prabowo-gibran 2024
2024-01-11,Ormas Saja,Negative,Husen Pemutilasi Bos Air Isi Ulang Semarang Divonis 20 Tahun Bui,husen mutilasi bos air isi ulang semarang vonis 20 bui
2023-11-26,Ormas Saja,Negative,"Bentrok di Bitung, Ketua Komisi VIII DPR: Hindari Propaganda Pecah Belah",bentrok bitung ketua komisi viii dpr hindar propaganda pecah belah
2018-11-09,Hizbut Tahrir Indonesia (HTI),Negative,Wiranto Bahas Pembakaran Bendera HTI Bareng Pimpinan Ormas,wiranto bahas bakar bendera hti bareng pimpin ormas
2023-11-26,Ormas Saja,Negative,Kemenag Minta Semua Pihak Tak Terprovokasi soal Bentrokan di Bitung Sulut,kemenag provokasi bentrok bitung sulut
2023-11-26,Ormas Saja,Negative,"Kericuhan Kelompok Massa di Bitung Sulut, 1 Orang Tewas-2 Terluka",ricuh kelompok massa bitung sulut 1 orang tewas-2 luka
2023-11-26,Ormas Saja,Negative,"Viral Aksi Bela Palestina Ricuh Berujung Bentrok di Bitung, Begini Faktanya",viral aksi bela palestina ricuh ujung bentrok bitung fakta
2013-04-10,Ormas Saja,Neutral,Ribuan Buruh Padati Jalan Thamrin,ribu buruh padat jalan thamrin
2024-03-11,Ormas Saja,Neutral,Pinta Bey Agar Tempat Hiburan Malam Tak Beroperasi Saat Ramadan,pinta bey hibur malam operasi ramadan
2024-03-11,Ormas Saja,Positive,Bamsoet Apresiasi Perolehan Suara Golkar: Hasil Kerja Cerdas Seluruh Kader,bamsoet apresiasi suara golkar hasil kerja cerdas kader
2023-11-26,Ormas Saja,Negative,"Bentrok di Bitung Sempat Terjadi di Beberapa Lokasi, Situasi Mulai Kondusif",bentrok bitung lokasi situasi kondusif
2024-03-13,Nahdlatul Ulama (NU),Neutral,Kata PBNU hingga Muhammadiyah soal Aturan Speaker Masjid dari Kemenag,pbnu muhammadiyah atur speaker masjid kemenag
2023-11-25,Ormas Saja,Negative,"Viral Video Ribut-ribut Dua Massa di Bitung, Ini Kata Kapolda Sulut",viral video ribut massa bitung kapolda sulut
2024-08-07,Ormas Saja,Negative,Ayah Sebut Pelaku Pembacokan Sempat Ribut dengan Anggota TNI di Diskotek,ayah laku baco ribut anggota tni diskotek
2023-05-19,Ormas Saja,Negative,Nasib Pria Berbaju Ormas Rudi Boy Usai Palak Sopir di Bogor,nasib pria baju ormas rudi boy palak sopir bogor
2018-11-02,Ormas Islam,Negative,"Soal Pembakaran Bendera, Wiranto Akan Kumpulkan Ormas Islam",bakar bendera wiranto kumpul ormas islam
2024-08-07,Ormas Saja,Negative,Fakta Pengajian KH Imaduddin di Gresik Tak Berizin-Panitia Diperiksa Polisi,fakta aji kh imaduddin gresik berizin-panitia periksa polisi
2024-03-10,Ormas Saja,Neutral,"Hasil Sidang Isbat 2024, Apakah 11 Maret Mulai Puasa Ramadhan?",hasil sidang isbat 2024 11 maret puasa ramadhan
2024-03-10,Ormas Saja,Neutral,"Posisi Hilal di Makassar Tidak Terlihat karena Mendung, Ketinggian 0 Derajat",posisi hilal makassar lihat mendung 0 derajat
2013-04-09,Ormas Saja,Negative,Aktivis Yogya Tolak RUU Ormas,aktivis yogya tolak ruu ormas
2024-03-10,Ormas Saja,Neutral,Sidang Isbat Mulai Jam Berapa? Ini Jadwal dan Link Streaming-nya,sidang isbat jam jadwal link streaming-nya
2024-03-10,Ormas Saja,Neutral,Sidang Isbat Awal Ramadhan 2024 Mulai Jam Berapa? Cek Jadwalnya di Sini,sidang isbat ramadhan 2024 jam cek jadwal
2024-03-10,Ormas Saja,Neutral,"Tahapan dan Pengumuman Hasil Sidang Isbat 2024, Cek di Sini",tahap hasil sidang isbat 2024 cek
2024-03-09,Ormas Saja,Neutral,"Sidang Isbat Ramadan 2024: Jadwal, Tahapan dan Link Live Streaming",sidang isbat ramadan 2024 jadwal tahap link live streaming
2024-03-09,Ormas Saja,Neutral,Link Live Streaming Sidang Isbat Awal Ramadhan 2024 serta Jadwalnya,link live streaming sidang isbat ramadhan 2024 jadwal
2024-03-09,Ormas Saja,Neutral,"Jadwal-Link Streaming Sidang Isbat 1 Ramadan 2024, Lengkap Libur Awal Puasa",jadwal-link streaming sidang isbat 1 ramadan 2024 lengkap libur puasa
2024-03-10,Ormas Saja,Neutral,Hasil Rukyatul Hilal Penetapan 1 Ramadhan 1445 H di Indonesia Timur-Tengah,hasil rukyatul hilal 1 ramadhan 1445 h indonesia timur-tengah
2018-10-27,Ormas Islam,Neutral,Ini Pernyataan Sikap Bersama Sejumlah Ormas Islam di Kediaman JK,nyata sikap ormas islam diam jk
2024-03-08,Nahdlatul Ulama (NU),Neutral,"Kapan Puasa Ramadan 2024? Ini Jadwalnya versi Pemerintah, NU, dan Muhammadiyah",puasa ramadan 2024 jadwal versi perintah nu muhammadiyah
2024-03-08,Ormas Saja,Neutral,Ramadhan 2024 Tahun Berapa Hijriah? Simak Penjelasannya Yuk!,ramadhan 2024 hijriah simak yuk
2024-05-03,Ormas Saja,Negative,Pesan Warga Sukabumi untuk Bank Emok Lewat 'Selembar' Spanduk,pesan warga sukabumi bank emok lembar spanduk
2013-04-08,Ormas Saja,Negative,Kemendagri Diprotes Soal RUU Ormas,kemendagri protes ruu ormas
2024-03-08,Ormas Saja,Positive,PHDI Undang Presiden Jokowi Hadiri Puncak Perayaan Nyepi Nasional 2024,phdi undang presiden jokowi hadir puncak raya nyepi nasional 2024
2024-03-08,Gerakan Rakyat Indonesia Bersatu (GRIB),Neutral,Prediksi BRIN: Hilal Ramadan Tak Terlihat pada 10 Maret Magrib,prediksi brin hilal ramadan lihat 10 maret magrib
2023-05-15,Ormas Saja,Negative,Viral Pemotor Dikerubungi Massa Ormas di Bekasi gegara Knalpot,viral motor rubung massa ormas bekas gegara knalpot
2024-05-02,Ormas Saja,Positive,"Bamsoet: Diminta atau Tidak, SOKSI Siap Sukseskan Pemerintahan Prabowo",bamsoet soksi sukses perintah prabowo
2024-03-07,Ormas Saja,Neutral,Kapan Jadwal Sidang Isbat 1 Ramadan 2024? Cek Tanggal dan Link Streamingnya,jadwal sidang isbat 1 ramadan 2024 cek tanggal link streamingnya
2024-03-07,Ormas Saja,Neutral,"Jadwal Sidang Isbat Awal Ramadhan 2024, Cek Tanggalnya di Sini",jadwal sidang isbat ramadhan 2024 cek tanggal
2018-10-26,Ormas Islam,Neutral,Ma'ruf Amin hingga Kapolri Ikut Rapat Ormas Islam Bareng JK,ma ruf amin kapolri rapat ormas islam bareng jk
2024-03-07,Ormas Saja,Neutral,Ramadan 2024 Tahun Berapa Hijriah? Cek Info dan Penentuan Awal Bulannya,ramadan 2024 hijriah cek info
2024-01-31,Ormas Saja,Neutral,"Hari Terakhir Pembukaan Lowongan 500 Dai Bulan Ramadan, Daftar di Sini!",buka lowong 500 dai ramadan daftar
2023-12-04,Ormas Saja,Negative,Pelarian Terduga Provokator Bentrok di Bitung Berakhir di Kalimantan,lari duga provokator bentrok bitung kalimantan
2013-04-05,Hizbut Tahrir Indonesia (HTI),Negative,HTI Tolak RUU Ormas,hti tolak ruu ormas
2024-03-06,Ormas Saja,Negative,Duh! Ada Pungli Saat Buang Sampah ke TPAS Cianjur yang Baru,duh pungli buang sampah tpas cianjur
2024-07-31,Ormas Saja,Neutral,Catat! Ini Kata MUI soal Kriteria Produk Terafiliasi Israel buat Dihindari,catat mui kriteria produk afiliasi israel hindar
2024-01-30,Ormas Saja,Positive,"PTN Konghucu Pertama di RI Dibangun Mulai Juli 2024, Bakal Ada 3 Prodi Ini",ptn konghucu ri bangun juli 2024 3 prodi
2024-03-06,Ormas Saja,Neutral,Jadwal Sidang Isbat Penentuan 1 Ramadan 2024 dan Link Live Streaming-nya,jadwal sidang isbat 1 ramadan 2024 link live streaming-nya
2024-07-31,Ormas Saja,Neutral,Alasan di Balik Jokowi Ajak Influencer 'Ngaspal' di IKN,alas jokowi ajak influencer ngaspal ikn
2023-05-19,Ormas Saja,Negative,5 Fakta Sosok Pria Berseragam Ormas Pemalak Sopir Truk di Bogor,5 fakta sosok pria seragam ormas malak sopir truk bogor
2023-05-19,Ormas Saja,Negative,"Rudi Boy Berbaju Ormas Palak Sopir, Dapat Rp 90 Ribu dalam Sehari",rudi boy baju ormas palak sopir rp 90 ribu
2018-10-03,Ormas Saja,Negative,Ismaya Bantah DWP Pindah ke Bali karena Ancaman Ormas,ismaya bantah dwp pindah bal ancam ormas
2024-01-29,Nahdlatul Ulama (NU),Neutral,"Hadiri Harlah ke-101 NU di Krapyak, Yenny Wahid Harap NU Jaga Netralitas",hadir harlah ke-101 nu krapyak yenny wahid harap nu jaga netralitas
2024-07-29,Ormas Saja,Neutral,Curiga Gus Yahya soal Pansus Haji Masalah Pribadi Dijawab PKB,curiga gus yahya pansus haji pribadi pkb
2024-03-03,Pemuda Pancasila (PP),Positive,MUI Harap PPP Terus Berkiprah di Parlemen Mewakili Aspirasi Umat Islam,mui harap ppp kiprah parlemen wakil aspirasi umat islam
2013-04-04,Nahdlatul Ulama (NU),Negative,NU Minta RUU Ormas Ditunda Jadi Undang-undang,nu ruu ormas tunda undang
2024-01-27,Ormas Saja,Positive,TKN soal Dana Abadi Pesantren: Supaya Santri Tak Dipandang Sebelah Mata,tkn dana abadi pesantren santri pandang belah mata
2024-04-25,Ormas Saja,Neutral,Eksepsi Terdakwa Kredit Bank Banten Sebut Dakwaan Tak Cermat,eksepsi dakwa kredit bank banten dakwa cermat
2024-01-26,Ormas Saja,Neutral,Ketua Muslimat Jatim Minta Kader Ikuti Pilihan Politik Khofifah,ketua muslimat jatim kader pilih politik khofifah
2024-01-26,Pemuda Pancasila (PP),Neutral,"Seleksi PPIH Arab Saudi Diikuti Ribuan Peserta, Tesnya Berbasis Digital",seleksi ppih arab saudi ribu tes bas digital
2023-11-19,Ormas Saja,Positive,Ribuan Warga Gelar Aksi Damai Bela Palestina di Alun-alun Sidoarjo,ribu warga gelar aksi damai bela palestina alun sidoarjo
2023-11-09,Pemuda Pancasila (PP),Neutral,"Din Syamsuddin Dukung Anies-Cak Imin, PP Muhammadiyah: Itu Hak Politik",din syamsuddin dukung anies-cak imin pp muhammadiyah hak politik
2018-09-03,Front Pembela Islam (FPI),Neutral,"Y-Publica: 21,3% FPI Memilih Jokowi",y-publica 21 3 fpi pilih jokowi
2024-07-23,Nahdlatul Ulama (NU),Negative,LBH Duga Oknum TNI Jadi Otak Pelaku Pembakaran Rumah Wartawan di Karo,lbh duga oknum tni otak laku bakar rumah wartawan karo
2024-01-25,Gerakan Rakyat Indonesia Bersatu (GRIB),Neutral,"GRIB Jaya Deklarasi Dukungan ke Prabowo, Hercules: Dukung Calon Lain Pecat",grib jaya deklarasi dukung prabowo hercules dukung calon pecat
2023-10-23,Pemuda Pancasila (PP),Negative,2 Orang Jadi Tersangka Kasus Anggota PP Geruduk Mie Gacoan di Medan,2 orang sangka anggota pp geruduk mie gaco medan
2013-03-28,Muhammadiyah,Negative,Muhammadiyah Tolak RUU Ormas,muhammadiyah tolak ruu ormas
2024-07-22,Pemuda Pancasila (PP),Neutral,Bos PPI Ungkap 3 Fase Metamorfosis Wajah Politik Anies Baswedan,bos ppi 3 fase metamorfosis wajah politik anies baswedan
2024-07-22,Ormas Saja,Neutral,Beda Mad Ali dan Sohibul Iman soal 'Ceruk dan Habitat' Anies,beda mad ali sohibul iman ceruk habitat anies
2024-07-22,Ormas Saja,Neutral,"PKB Bela Anies: Dia Warga Jakarta, Wajar Beri Saran dan Kritik",pkb bela anies warga jakarta wajar saran kritik
2024-02-28,Ormas Saja,Neutral,Kapan Sidang Isbat Ramadan 2024? Catat Jadwal Lengkapnya!,sidang isbat ramadan 2024 catat jadwal lengkap
2024-02-28,Ormas Saja,Neutral,Hari Terakhir Syaban dan Awal Puasa Ramadhan 2024 Tanggal Berapa?,syaban puasa ramadhan 2024 tanggal
2023-09-19,Nahdlatul Ulama (NU),Neutral,"Survei Pemilih NU di LSI Denny JA: Prabowo 36,2%, Ganjar 35,5%, Anies 17,9%",survei pilih nu lsi denny ja prabowo 36 2 ganjar 35 5 anies 17 9
2024-02-27,Ormas Saja,Neutral,Hari Terakhir Syaban dan Awal Puasa Ramadhan 2024 Tanggal Berapa?,syaban puasa ramadhan 2024 tanggal
2018-08-23,Ormas Islam,Neutral,"Tak Hanya Golkar, Sandi Juga Safari Politik ke Ormas Islam",golkar sandi safari politik ormas islam
2024-04-20,Ormas Saja,Positive,"Kabupaten Bandung Rayakan Hari Jadi Ke-383, Ini Capaian Prestasinya",kabupaten bandung raya ke-383 capai prestasi
2024-02-26,Ormas Saja,Neutral,Kapan Sidang Isbat Ramadhan 2024? Ini Tanggalnya,sidang isbat ramadhan 2024 tanggal
2023-11-03,Ormas Saja,Neutral,"PKB Sebut Din Syamsuddin Lebih dari Tim Pemenangan AMIN, Apa Maksudnya?",pkb din syamsuddin tim menang amin maksud
2013-03-28,Ormas Saja,Negative,Gelombang Protes Anti-RUU Ormas,gelombang protes anti-ruu ormas
2023-12-29,Ormas Saja,Negative,"Abdul Mu'ti soal Demokrasi Indonesia: Seperti Zombi, Berjalan Tanpa Ruh",abdul mu ti demokrasi indonesia zombi jalan ruh
2024-04-19,Ormas Saja,Negative,2 Eks Pejabat Bank Banten Didakwa Korupsi Kasus Kredit Rp 782 Juta,2 eks jabat bank banten dakwa korupsi kredit rp 782 juta
2024-02-25,Ormas Saja,Neutral,Awal Puasa Ramadhan 2024 Berapa Hari Lagi? Ini Hitung Mundurnya,puasa ramadhan 2024 hitung mundur
2024-02-25,Ormas Saja,Neutral,Kapan Puasa Ramadan Dimulai? Cek Jadwal Sidang Isbat di Sini,puasa ramadan cek jadwal sidang isbat
